TimeStamp;NodeID;NodeCount;Schema;SF;WorkerCount;Item name;CPU ns;USER ns;BLOCKED#;BLOCKED ns;WAITED#;WAITED ns;SUMM all times;Running %;Running total%;Comment
1700514080707;1;1;tpc-di;4000.0;16;pdgf.core.dataGenerator.worker.UpdateRowWorker#worker#3;2280414625;2100000000;2;4000000;17596;3173000000;5457414625;41.786;33.055;
1700514080707;1;1;tpc-di;4000.0;16;pdgf.core.dataGenerator.worker.UpdateRowWorker#worker#4;2250238404;2110000000;1;0;17230;3183000000;5433238404;41.416;32.631;
1700514080707;1;1;tpc-di;4000.0;16;pdgf.core.dataGenerator.worker.UpdateRowWorker#worker#5;2242658467;2100000000;1;0;16992;3202000000;5444658467;41.19;32.525;
1700514080707;1;1;tpc-di;4000.0;16;pdgf.core.dataGenerator.worker.UpdateRowWorker#worker#6;2231353105;2100000000;2;0;16772;3224000000;5455353105;40.902;32.366;
1700514080707;1;1;tpc-di;4000.0;16;pdgf.core.dataGenerator.worker.UpdateRowWorker#worker#7;2218008032;2080000000;1;0;16700;3223000000;5441008032;40.765;32.178;
1700514080707;1;1;tpc-di;4000.0;16;pdgf.core.dataGenerator.worker.UpdateRowWorker#worker#8;2225527840;2080000000;2;0;16577;3226000000;5451527840;40.824;32.284;
1700514080707;1;1;tpc-di;4000.0;16;pdgf.core.dataGenerator.worker.UpdateRowWorker#worker#9;2163298001;2050000000;4;0;16566;3293000000;5456298001;39.648;31.409;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.CustomerAccountBlackBox$CustomerAccountUpdateProducer#ALL;419432;0;0;0;1;0;419432;100.0;1.006;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.CustomerAccountBlackBox$CustomerAccountUpdateProducer#Account;298947;0;0;0;1;0;298947;100.0;1.004;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.MergeUpdateBlackBox$MergeUpdateProducer#FINWIRE;45142950;0;0;0;758;124000000;169142950;26.689;1.635;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.TradeSourceUpdateBlackBox$TradeSourceUpdateProducer#ALL;378649511;0;0;0;7372;200000000;578649511;65.437;6.323;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.TradeSourceUpdateBlackBox$TradeSourceUpdateProducer#TradeSource;270304470;0;0;0;7372;200000000;470304470;57.474;4.8;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtScheduler#CustomerMgmt;49424279;0;0;0;160;0;49424279;100.0;1.695;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#0;198539395;190000000;0;0;1102;206000000;404539395;49.078;3.791;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#1;55917750;50000000;1;0;1232;357000000;412917750;13.542;1.786;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#10;11675541;10000000;0;0;1229;401000000;412675541;2.829;1.164;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#11;11738466;0;1;0;1218;400000000;411738466;2.851;1.165;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#12;8171848;0;0;0;1193;404000000;412171848;1.983;1.115;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#13;12549095;10000000;1;0;1189;399000000;411549095;3.049;1.176;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#14;10815692;10000000;0;0;1161;401000000;411815692;2.626;1.152;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#15;10450184;10000000;1;0;1149;402000000;412450184;2.534;1.147;
1700514080707;1;1;tpc-di;4000.0;16;tpc.di.scheduler.CustomerMgmtUpdateRowWorker#worker#2;27773244;20000000;0;0;1268;387000000;414773244;6.696;1.39;
