create_staging_schema,load_txt_csv_sources_to_staging,load_finwire_to_staging,parse_finwire,convert_customermgmt_xml_to_csv,load_customer_mgmt_to_staging,create_master_schema,load_master_tradetype,load_master_statustype,load_master_taxrate,load_master_industry,transform_load_master_dimdate,transform_load_master_dimtime,transform_load_master_dimcompany,load_master_dimessages_dimcompany,transform_load_master_dimbroker,transform_load_master_prospect,transform_load_master_dimcustomer,load_master_dimessages_dimcustomer,update_master_prospect,transform_load_master_dimaccount,transform_load_master_dimsecurity,transform_load_master_dimtrade,load_master_dimessages_dimtrade,transform_load_master_financial,transform_load_master_factcashbalances,transform_load_master_factholdings,transform_load_master_factwatches,transform_load_master_factmarkethistory,load_master_dimessages_factmarkethistory
0.15401959419250488,4.301653623580933,1.8510022163391113,1024.7850584983826,69.51008987426758,0.8971004486083984,0.13202333450317383,0.007406711578369141,0.006342649459838867,0.0074121952056884766,0.006723880767822266,0.03891587257385254,0.047217607498168945,0.048830509185791016,0.01078176498413086,0.024619340896606445,0.28411269187927246,0.2472972869873047,0.015139341354370117,0.02650618553161621,0.09398484230041504,0.7392547130584717,7.2322022914886475,0.04027962684631348,6.211429595947266,0.5731229782104492,1.0636262893676758,0.4916954040527344,2.9881105422973633,0.012483835220336914
